stripe index = 0
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 32090, cyclesPerValue = 1.9586181640625
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 607180, cyclesPerValue = 1.2779077990301724
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 633668, cyclesPerValue = 1.2892008463541667
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 664120, cyclesPerValue = 1.3075699344758065
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 697528, cyclesPerValue = 1.3304290771484375
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 737556, cyclesPerValue = 1.3641468394886365
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 784163, cyclesPerValue = 1.4076915067784928
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 834375, cyclesPerValue = 1.4550345284598214
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 894600, cyclesPerValue = 1.5167236328125
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 964662, cyclesPerValue = 1.591305294552365
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1036587, cyclesPerValue = 1.6649539345189144
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1122496, cyclesPerValue = 1.7567107371794872
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1210830, cyclesPerValue = 1.8475799560546875
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1313079, cyclesPerValue = 1.9547312666730183
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1419916, cyclesPerValue = 2.063447498139881
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1533031, cyclesPerValue = 2.176018293513808
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1655246, cyclesPerValue = 2.2960954145951704
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1781498, cyclesPerValue = 2.4163113064236112
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1911853, cyclesPerValue = 2.5367444909137227
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2042019, cyclesPerValue = 2.6518074197972075
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2180589, cyclesPerValue = 2.7727622985839844
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2317407, cyclesPerValue = 2.8865979253029335
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2459469, cyclesPerValue = 3.002281494140625
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2601247, cyclesPerValue = 3.113088570389093
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2744992, cyclesPerValue = 3.221942608173077
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2890302, cyclesPerValue = 3.3284912109375
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3035988, cyclesPerValue = 3.4315185546875
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3182137, cyclesPerValue = 3.531313254616477
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328551, cyclesPerValue = 3.627832685198103
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475159, cyclesPerValue = 3.7211732027823463
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622268, cyclesPerValue = 3.811822299299569
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769331, cyclesPerValue = 3.8993509583554027
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916797, cyclesPerValue = 3.9843719482421873
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4063997, cyclesPerValue = 4.066339211385758
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211384, cyclesPerValue = 4.145846459173387
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358755, cyclesPerValue = 4.222814166356647
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506144, cyclesPerValue = 4.297393798828125
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653583, cyclesPerValue = 4.3697256234975965
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801019, cyclesPerValue = 4.439862800366951
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948463, cyclesPerValue = 4.507913617945429
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095980, cyclesPerValue = 4.574028463924632
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243409, cyclesPerValue = 4.638149095618206
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390800, cyclesPerValue = 4.700404575892857
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538330, cyclesPerValue = 4.761025872029049
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685712, cyclesPerValue = 4.819837782118055
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833200, cyclesPerValue = 4.877127033390411
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980656, cyclesPerValue = 4.9328415329391895
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128103, cyclesPerValue = 4.98706298828125
stripe index = 3
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 23869, cyclesPerValue = 1.45684814453125
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 41780, cyclesPerValue = 1.2750244140625
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 61826, cyclesPerValue = 1.2578531901041667
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 82217, cyclesPerValue = 1.2545318603515625
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 102752, cyclesPerValue = 1.254296875
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 123324, cyclesPerValue = 1.2545166015625
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 143715, cyclesPerValue = 1.2530953543526786
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 164161, cyclesPerValue = 1.2524490356445312
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 184693, cyclesPerValue = 1.2525295681423612
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 205118, cyclesPerValue = 1.25194091796875
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 225562, cyclesPerValue = 1.2515647194602273
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 246195, cyclesPerValue = 1.2522125244140625
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 266548, cyclesPerValue = 1.2514460637019231
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 287022, cyclesPerValue = 1.2513166155133928
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 307562, cyclesPerValue = 1.2514729817708334
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 328085, cyclesPerValue = 1.2515449523925781
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 348631, cyclesPerValue = 1.2516910328584558
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 369071, cyclesPerValue = 1.2514614529079862
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 389584, cyclesPerValue = 1.251490542763158
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 410112, cyclesPerValue = 1.2515625
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 430619, cyclesPerValue = 1.2515665690104167
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 451029, cyclesPerValue = 1.2513011585582385
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 471776, cyclesPerValue = 1.251953125
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 492503, cyclesPerValue = 1.2524998982747395
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 513746, cyclesPerValue = 1.2542626953125
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 534734, cyclesPerValue = 1.2552912785456731
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 556970, cyclesPerValue = 1.2590648509837963
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 580258, cyclesPerValue = 1.264862060546875
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 605421, cyclesPerValue = 1.2742057011045258
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 631803, cyclesPerValue = 1.285406494140625
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 664385, cyclesPerValue = 1.3080916866179435
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 700063, cyclesPerValue = 1.3352642059326172
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 738644, cyclesPerValue = 1.366159150094697
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 782783, cyclesPerValue = 1.4052141974954044
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 837118, cyclesPerValue = 1.4598179408482144
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 894770, cyclesPerValue = 1.5170118543836806
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 962580, cyclesPerValue = 1.5878708298141893
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1038612, cyclesPerValue = 1.6682064658717106
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1122306, cyclesPerValue = 1.7564133864182692
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1214099, cyclesPerValue = 1.8525680541992187
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1312391, cyclesPerValue = 1.9537070669778964
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1421878, cyclesPerValue = 2.0662987118675593
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1535698, cyclesPerValue = 2.1798038926235463
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1654864, cyclesPerValue = 2.295565518465909
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1781139, cyclesPerValue = 2.415824381510417
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1908925, cyclesPerValue = 2.532859470533288
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2041929, cyclesPerValue = 2.6516905439660903
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2176271, cyclesPerValue = 2.7672716776529946
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2317501, cyclesPerValue = 2.886715013153699
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2460078, cyclesPerValue = 3.00302490234375
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2601916, cyclesPerValue = 3.113889208026961
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2745921, cyclesPerValue = 3.2230330247145433
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2889866, cyclesPerValue = 3.3279891104068398
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3035542, cyclesPerValue = 3.4310144495081016
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3181901, cyclesPerValue = 3.531051358309659
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328511, cyclesPerValue = 3.627789088657924
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475280, cyclesPerValue = 3.721302768640351
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622310, cyclesPerValue = 3.8118664971713363
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769407, cyclesPerValue = 3.899429579912606
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916587, cyclesPerValue = 3.9841583251953123
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4064102, cyclesPerValue = 4.066444271900615
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211426, cyclesPerValue = 4.145887805569556
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358735, cyclesPerValue = 4.222794790116567
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506123, cyclesPerValue = 4.2973737716674805
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653668, cyclesPerValue = 4.369805438701923
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801047, cyclesPerValue = 4.4398886940696025
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948434, cyclesPerValue = 4.50788719974347
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095914, cyclesPerValue = 4.573969223920037
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243365, cyclesPerValue = 4.638110174649004
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390828, cyclesPerValue = 4.700428989955357
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538256, cyclesPerValue = 4.760962257922535
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685745, cyclesPerValue = 4.8198657565646705
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833168, cyclesPerValue = 4.877100278253424
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980624, cyclesPerValue = 4.932815139358108
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128154, cyclesPerValue = 4.9871044921875
