stripe index = 0
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 33132, cyclesPerValue = 2.022216796875
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 950674, cyclesPerValue = 2.0008460735452585
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 983485, cyclesPerValue = 2.0009053548177085
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 1016201, cyclesPerValue = 2.0007737682711695
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 1049038, cyclesPerValue = 2.0008811950683594
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 1081738, cyclesPerValue = 2.000728722774621
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 1114552, cyclesPerValue = 2.000789866727941
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 1147336, cyclesPerValue = 2.000795200892857
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1180065, cyclesPerValue = 2.000706990559896
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1212848, cyclesPerValue = 2.000712626689189
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1245653, cyclesPerValue = 2.000753302323191
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1278522, cyclesPerValue = 2.0008920522836537
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1311184, cyclesPerValue = 2.0007080078125
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1345006, cyclesPerValue = 2.0022597894435976
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1420782, cyclesPerValue = 2.0647059849330356
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1535870, cyclesPerValue = 2.1800480332485463
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1652025, cyclesPerValue = 2.291627363725142
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1779783, cyclesPerValue = 2.413985188802083
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1909702, cyclesPerValue = 2.533890433933424
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2044421, cyclesPerValue = 2.654926705867686
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2179265, cyclesPerValue = 2.7710787455240884
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2318094, cyclesPerValue = 2.8874536631058674
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2458507, cyclesPerValue = 3.001107177734375
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2601957, cyclesPerValue = 3.1139382755055145
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2746013, cyclesPerValue = 3.2231410099909854
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2889907, cyclesPerValue = 3.328036326282429
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3036136, cyclesPerValue = 3.4316858362268516
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3182611, cyclesPerValue = 3.531839266690341
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328791, cyclesPerValue = 3.628094264439174
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475294, cyclesPerValue = 3.7213177597313596
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622315, cyclesPerValue = 3.811871758822737
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769314, cyclesPerValue = 3.899333371954449
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916672, cyclesPerValue = 3.984244791666667
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4063902, cyclesPerValue = 4.066244156634221
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211415, cyclesPerValue = 4.145876976751512
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358798, cyclesPerValue = 4.222855825272817
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506173, cyclesPerValue = 4.297421455383301
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653674, cyclesPerValue = 4.369811072716346
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801053, cyclesPerValue = 4.439894242720171
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948439, cyclesPerValue = 4.507891754605877
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095955, cyclesPerValue = 4.574006024528952
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243352, cyclesPerValue = 4.638098675271739
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390807, cyclesPerValue = 4.700410679408482
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538318, cyclesPerValue = 4.761015556227993
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685749, cyclesPerValue = 4.819869147406684
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833175, cyclesPerValue = 4.877106130939641
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980631, cyclesPerValue = 4.93282091295397
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128088, cyclesPerValue = 4.98705078125
stripe index = 3
numRows = 16384, numCols = 16384, numValues = 16384, sparsity = 99.993896484375%, tolerance = 1e-05, totalCycles = 32994, cyclesPerValue = 2.0137939453125
numRows = 16384, numCols = 16384, numValues = 32768, sparsity = 99.98779296875%, tolerance = 1e-05, totalCycles = 65731, cyclesPerValue = 2.005950927734375
numRows = 16384, numCols = 16384, numValues = 49152, sparsity = 99.981689453125%, tolerance = 1e-05, totalCycles = 98533, cyclesPerValue = 2.0046590169270835
numRows = 16384, numCols = 16384, numValues = 65536, sparsity = 99.9755859375%, tolerance = 1e-05, totalCycles = 131311, cyclesPerValue = 2.0036468505859375
numRows = 16384, numCols = 16384, numValues = 81920, sparsity = 99.969482421875%, tolerance = 1e-05, totalCycles = 164156, cyclesPerValue = 2.003857421875
numRows = 16384, numCols = 16384, numValues = 98304, sparsity = 99.96337890625%, tolerance = 1e-05, totalCycles = 196990, cyclesPerValue = 2.0038859049479165
numRows = 16384, numCols = 16384, numValues = 114688, sparsity = 99.957275390625%, tolerance = 1e-05, totalCycles = 229655, cyclesPerValue = 2.0024326869419644
numRows = 16384, numCols = 16384, numValues = 131072, sparsity = 99.951171875%, tolerance = 1e-05, totalCycles = 262504, cyclesPerValue = 2.00274658203125
numRows = 16384, numCols = 16384, numValues = 147456, sparsity = 99.945068359375%, tolerance = 1e-05, totalCycles = 295151, cyclesPerValue = 2.001620822482639
numRows = 16384, numCols = 16384, numValues = 163840, sparsity = 99.93896484375%, tolerance = 1e-05, totalCycles = 327930, cyclesPerValue = 2.00152587890625
numRows = 16384, numCols = 16384, numValues = 180224, sparsity = 99.932861328125%, tolerance = 1e-05, totalCycles = 360806, cyclesPerValue = 2.001986416903409
numRows = 16384, numCols = 16384, numValues = 196608, sparsity = 99.9267578125%, tolerance = 1e-05, totalCycles = 393679, cyclesPerValue = 2.002354939778646
numRows = 16384, numCols = 16384, numValues = 212992, sparsity = 99.920654296875%, tolerance = 1e-05, totalCycles = 426241, cyclesPerValue = 2.0012066180889425
numRows = 16384, numCols = 16384, numValues = 229376, sparsity = 99.91455078125%, tolerance = 1e-05, totalCycles = 459027, cyclesPerValue = 2.0011989048549106
numRows = 16384, numCols = 16384, numValues = 245760, sparsity = 99.908447265625%, tolerance = 1e-05, totalCycles = 491889, cyclesPerValue = 2.00150146484375
numRows = 16384, numCols = 16384, numValues = 262144, sparsity = 99.90234375%, tolerance = 1e-05, totalCycles = 524663, cyclesPerValue = 2.0014305114746094
numRows = 16384, numCols = 16384, numValues = 278528, sparsity = 99.896240234375%, tolerance = 1e-05, totalCycles = 557480, cyclesPerValue = 2.001522288602941
numRows = 16384, numCols = 16384, numValues = 294912, sparsity = 99.89013671875%, tolerance = 1e-05, totalCycles = 590115, cyclesPerValue = 2.0009867350260415
numRows = 16384, numCols = 16384, numValues = 311296, sparsity = 99.884033203125%, tolerance = 1e-05, totalCycles = 622988, cyclesPerValue = 2.001272101151316
numRows = 16384, numCols = 16384, numValues = 327680, sparsity = 99.8779296875%, tolerance = 1e-05, totalCycles = 655760, cyclesPerValue = 2.001220703125
numRows = 16384, numCols = 16384, numValues = 344064, sparsity = 99.871826171875%, tolerance = 1e-05, totalCycles = 688481, cyclesPerValue = 2.0010259719122026
numRows = 16384, numCols = 16384, numValues = 360448, sparsity = 99.86572265625%, tolerance = 1e-05, totalCycles = 721266, cyclesPerValue = 2.0010265003551138
numRows = 16384, numCols = 16384, numValues = 376832, sparsity = 99.859619140625%, tolerance = 1e-05, totalCycles = 754046, cyclesPerValue = 2.0010137143342392
numRows = 16384, numCols = 16384, numValues = 393216, sparsity = 99.853515625%, tolerance = 1e-05, totalCycles = 786894, cyclesPerValue = 2.0011749267578125
numRows = 16384, numCols = 16384, numValues = 409600, sparsity = 99.847412109375%, tolerance = 1e-05, totalCycles = 819612, cyclesPerValue = 2.001005859375
numRows = 16384, numCols = 16384, numValues = 425984, sparsity = 99.84130859375%, tolerance = 1e-05, totalCycles = 852414, cyclesPerValue = 2.0010469876802883
numRows = 16384, numCols = 16384, numValues = 442368, sparsity = 99.835205078125%, tolerance = 1e-05, totalCycles = 885126, cyclesPerValue = 2.000881618923611
numRows = 16384, numCols = 16384, numValues = 458752, sparsity = 99.8291015625%, tolerance = 1e-05, totalCycles = 918030, cyclesPerValue = 2.0011465890066966
numRows = 16384, numCols = 16384, numValues = 475136, sparsity = 99.822998046875%, tolerance = 1e-05, totalCycles = 950710, cyclesPerValue = 2.000921841325431
numRows = 16384, numCols = 16384, numValues = 491520, sparsity = 99.81689453125%, tolerance = 1e-05, totalCycles = 983569, cyclesPerValue = 2.001076253255208
numRows = 16384, numCols = 16384, numValues = 507904, sparsity = 99.810791015625%, tolerance = 1e-05, totalCycles = 1016230, cyclesPerValue = 2.000830865675403
numRows = 16384, numCols = 16384, numValues = 524288, sparsity = 99.8046875%, tolerance = 1e-05, totalCycles = 1048986, cyclesPerValue = 2.000782012939453
numRows = 16384, numCols = 16384, numValues = 540672, sparsity = 99.798583984375%, tolerance = 1e-05, totalCycles = 1081882, cyclesPerValue = 2.000995058001894
numRows = 16384, numCols = 16384, numValues = 557056, sparsity = 99.79248046875%, tolerance = 1e-05, totalCycles = 1114563, cyclesPerValue = 2.0008096133961395
numRows = 16384, numCols = 16384, numValues = 573440, sparsity = 99.786376953125%, tolerance = 1e-05, totalCycles = 1147271, cyclesPerValue = 2.0006818498883927
numRows = 16384, numCols = 16384, numValues = 589824, sparsity = 99.7802734375%, tolerance = 1e-05, totalCycles = 1180073, cyclesPerValue = 2.0007205539279513
numRows = 16384, numCols = 16384, numValues = 606208, sparsity = 99.774169921875%, tolerance = 1e-05, totalCycles = 1212871, cyclesPerValue = 2.0007505674619934
numRows = 16384, numCols = 16384, numValues = 622592, sparsity = 99.76806640625%, tolerance = 1e-05, totalCycles = 1245617, cyclesPerValue = 2.0006954795435856
numRows = 16384, numCols = 16384, numValues = 638976, sparsity = 99.761962890625%, tolerance = 1e-05, totalCycles = 1278386, cyclesPerValue = 2.000679211738782
numRows = 16384, numCols = 16384, numValues = 655360, sparsity = 99.755859375%, tolerance = 1e-05, totalCycles = 1311234, cyclesPerValue = 2.0007843017578124
numRows = 16384, numCols = 16384, numValues = 671744, sparsity = 99.749755859375%, tolerance = 1e-05, totalCycles = 1345069, cyclesPerValue = 2.002353575171494
numRows = 16384, numCols = 16384, numValues = 688128, sparsity = 99.74365234375%, tolerance = 1e-05, totalCycles = 1419911, cyclesPerValue = 2.0634402320498513
numRows = 16384, numCols = 16384, numValues = 704512, sparsity = 99.737548828125%, tolerance = 1e-05, totalCycles = 1535635, cyclesPerValue = 2.179714469022529
numRows = 16384, numCols = 16384, numValues = 720896, sparsity = 99.7314453125%, tolerance = 1e-05, totalCycles = 1655136, cyclesPerValue = 2.2959428267045454
numRows = 16384, numCols = 16384, numValues = 737280, sparsity = 99.725341796875%, tolerance = 1e-05, totalCycles = 1780842, cyclesPerValue = 2.415421549479167
numRows = 16384, numCols = 16384, numValues = 753664, sparsity = 99.71923828125%, tolerance = 1e-05, totalCycles = 1906863, cyclesPerValue = 2.530123503311821
numRows = 16384, numCols = 16384, numValues = 770048, sparsity = 99.713134765625%, tolerance = 1e-05, totalCycles = 2043677, cyclesPerValue = 2.6539605323304523
numRows = 16384, numCols = 16384, numValues = 786432, sparsity = 99.70703125%, tolerance = 1e-05, totalCycles = 2177575, cyclesPerValue = 2.7689297993977866
numRows = 16384, numCols = 16384, numValues = 802816, sparsity = 99.700927734375%, tolerance = 1e-05, totalCycles = 2316722, cyclesPerValue = 2.8857446787308674
numRows = 16384, numCols = 16384, numValues = 819200, sparsity = 99.69482421875%, tolerance = 1e-05, totalCycles = 2459187, cyclesPerValue = 3.001937255859375
numRows = 16384, numCols = 16384, numValues = 835584, sparsity = 99.688720703125%, tolerance = 1e-05, totalCycles = 2602369, cyclesPerValue = 3.114431343826593
numRows = 16384, numCols = 16384, numValues = 851968, sparsity = 99.6826171875%, tolerance = 1e-05, totalCycles = 2744703, cyclesPerValue = 3.2216033935546875
numRows = 16384, numCols = 16384, numValues = 868352, sparsity = 99.676513671875%, tolerance = 1e-05, totalCycles = 2890372, cyclesPerValue = 3.328571823408019
numRows = 16384, numCols = 16384, numValues = 884736, sparsity = 99.67041015625%, tolerance = 1e-05, totalCycles = 3035983, cyclesPerValue = 3.4315129032841436
numRows = 16384, numCols = 16384, numValues = 901120, sparsity = 99.664306640625%, tolerance = 1e-05, totalCycles = 3182229, cyclesPerValue = 3.531415349786932
numRows = 16384, numCols = 16384, numValues = 917504, sparsity = 99.658203125%, tolerance = 1e-05, totalCycles = 3328544, cyclesPerValue = 3.6278250558035716
numRows = 16384, numCols = 16384, numValues = 933888, sparsity = 99.652099609375%, tolerance = 1e-05, totalCycles = 3475122, cyclesPerValue = 3.7211335834703947
numRows = 16384, numCols = 16384, numValues = 950272, sparsity = 99.64599609375%, tolerance = 1e-05, totalCycles = 3622611, cyclesPerValue = 3.812183248585668
numRows = 16384, numCols = 16384, numValues = 966656, sparsity = 99.639892578125%, tolerance = 1e-05, totalCycles = 3769337, cyclesPerValue = 3.899357165320445
numRows = 16384, numCols = 16384, numValues = 983040, sparsity = 99.6337890625%, tolerance = 1e-05, totalCycles = 3916583, cyclesPerValue = 3.9841542561848957
numRows = 16384, numCols = 16384, numValues = 999424, sparsity = 99.627685546875%, tolerance = 1e-05, totalCycles = 4064104, cyclesPerValue = 4.066446273053279
numRows = 16384, numCols = 16384, numValues = 1015808, sparsity = 99.62158203125%, tolerance = 1e-05, totalCycles = 4211370, cyclesPerValue = 4.145832677041331
numRows = 16384, numCols = 16384, numValues = 1032192, sparsity = 99.615478515625%, tolerance = 1e-05, totalCycles = 4358756, cyclesPerValue = 4.222815135168651
numRows = 16384, numCols = 16384, numValues = 1048576, sparsity = 99.609375%, tolerance = 1e-05, totalCycles = 4506142, cyclesPerValue = 4.297391891479492
numRows = 16384, numCols = 16384, numValues = 1064960, sparsity = 99.603271484375%, tolerance = 1e-05, totalCycles = 4653677, cyclesPerValue = 4.369813889723558
numRows = 16384, numCols = 16384, numValues = 1081344, sparsity = 99.59716796875%, tolerance = 1e-05, totalCycles = 4801059, cyclesPerValue = 4.439899791370738
numRows = 16384, numCols = 16384, numValues = 1097728, sparsity = 99.591064453125%, tolerance = 1e-05, totalCycles = 4948548, cyclesPerValue = 4.507991050606344
numRows = 16384, numCols = 16384, numValues = 1114112, sparsity = 99.5849609375%, tolerance = 1e-05, totalCycles = 5095999, cyclesPerValue = 4.57404551786535
numRows = 16384, numCols = 16384, numValues = 1130496, sparsity = 99.578857421875%, tolerance = 1e-05, totalCycles = 5243351, cyclesPerValue = 4.638097790704257
numRows = 16384, numCols = 16384, numValues = 1146880, sparsity = 99.57275390625%, tolerance = 1e-05, totalCycles = 5390807, cyclesPerValue = 4.700410679408482
numRows = 16384, numCols = 16384, numValues = 1163264, sparsity = 99.566650390625%, tolerance = 1e-05, totalCycles = 5538322, cyclesPerValue = 4.761018994828345
numRows = 16384, numCols = 16384, numValues = 1179648, sparsity = 99.560546875%, tolerance = 1e-05, totalCycles = 5685719, cyclesPerValue = 4.8198437160915795
numRows = 16384, numCols = 16384, numValues = 1196032, sparsity = 99.554443359375%, tolerance = 1e-05, totalCycles = 5833208, cyclesPerValue = 4.877133722174658
numRows = 16384, numCols = 16384, numValues = 1212416, sparsity = 99.54833984375%, tolerance = 1e-05, totalCycles = 5980631, cyclesPerValue = 4.93282091295397
numRows = 16384, numCols = 16384, numValues = 1228800, sparsity = 99.542236328125%, tolerance = 1e-05, totalCycles = 6128228, cyclesPerValue = 4.987164713541667
