Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Tue Dec 31 18:17:49 2024
| Host         : lap-inf133 running 64-bit Ubuntu 24.04.1 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -file /janberq/repos/jnbrq/hbmex-sw/results/synth/SpmvExp3_impl3_utilization_hier.post_pr.txt
| Design       : bd_top_wrapper
| Device       : xcu55c-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+------------+
|                                              Instance                                             |                                        Module                                        | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|                 qOutput                                                                           |                                               bd_top_SpmvExp3_0_0_Queue8_UInt256_681 |        154 |          6 |     148 |    0 |     7 |      0 |      0 |    0 |          0 |
|             batchAddCluster2_batchAddQueue                                                        |                                                 bd_top_SpmvExp3_0_0_Queue16_UInt5_24 |         24 |         20 |       4 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (batchAddCluster2_batchAddQueue)                                                    |                                                 bd_top_SpmvExp3_0_0_Queue16_UInt5_24 |          6 |          6 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                     bd_top_SpmvExp3_0_0_ram_16x5_670 |         19 |         15 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_arbiter                                                              |                                         bd_top_SpmvExp3_0_0_elasticBasicArbiter_2_25 |       2824 |       2524 |     300 |    0 |    11 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_arbiter)                                                          |                                         bd_top_SpmvExp3_0_0_elasticBasicArbiter_2_25 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               select_sinkBuffer                                                                   |                                                     bd_top_SpmvExp3_0_0_Queue2_UInt3 |          7 |          3 |       4 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (select_sinkBuffer)                                                               |                                                     bd_top_SpmvExp3_0_0_Queue2_UInt3 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                          bd_top_SpmvExp3_0_0_ram_2x3 |          6 |          2 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sink_sinkBuffer                                                                     |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_668 |       2817 |       2521 |     296 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 (sink_sinkBuffer)                                                                 |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_668 |         27 |         27 |       0 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x512_669 |       2790 |       2494 |     296 |    0 |     0 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_batchAdd                                                             |                                                      bd_top_SpmvExp3_0_0_BatchAdd_26 |       5323 |       5174 |     148 |    1 |  2235 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_batchAdd)                                                         |                                                      bd_top_SpmvExp3_0_0_BatchAdd_26 |       1086 |       1086 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|               add0                                                                                |                                                            bd_top_SpmvExp3_0_0_OpAdd |        519 |        519 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_663 |        519 |        519 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add1                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_626 |        510 |        510 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_658 |        510 |        510 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add2                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_627 |        512 |        512 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_653 |        512 |        512 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add3                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_628 |        509 |        509 |       0 |    0 |   278 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_648 |        509 |        509 |       0 |    0 |   278 |      0 |      0 |    0 |          0 |
|               add4                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_629 |        514 |        514 |       0 |    0 |   283 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_643 |        514 |        514 |       0 |    0 |   283 |      0 |      0 |    0 |          0 |
|               add5                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_630 |        520 |        520 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_638 |        520 |        520 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add6                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_631 |        511 |        511 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23_633 |        511 |        511 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add7                                                                                |                                                        bd_top_SpmvExp3_0_0_OpAdd_632 |        508 |        508 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                             bd_top_SpmvExp3_0_0_AddFp_Pipelined_8_23 |        508 |        508 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               wrapper                                                                             |                                                        bd_top_SpmvExp3_0_0_Wrapper_1 |        159 |         10 |     148 |    1 |    12 |      0 |      0 |    0 |          0 |
|                 (wrapper)                                                                         |                                                        bd_top_SpmvExp3_0_0_Wrapper_1 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                       bd_top_SpmvExp3_0_0_Counter_33 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 qOutput                                                                           |                                                   bd_top_SpmvExp3_0_0_Queue8_UInt256 |        154 |          6 |     148 |    0 |     7 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_batchAddQueue                                                        |                                                 bd_top_SpmvExp3_0_0_Queue16_UInt5_27 |         25 |         21 |       4 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_batchAddQueue)                                                    |                                                 bd_top_SpmvExp3_0_0_Queue16_UInt5_27 |          6 |          6 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                         bd_top_SpmvExp3_0_0_ram_16x5 |         19 |         15 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|             elasticCounter                                                                        |                                                       bd_top_SpmvExp3_0_0_Counter_37 |         39 |         39 |       0 |    0 |     5 |      0 |      0 |    0 |          0 |
|             elasticCounter_1                                                                      |                                                    bd_top_SpmvExp3_0_0_Counter_37_28 |       2359 |       2359 |       0 |    0 |    49 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_0                                                                    |                                                  bd_top_SpmvExp3_0_0_RowReduceSingle |        913 |        169 |     744 |    0 |    27 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_0)                                                                |                                                  bd_top_SpmvExp3_0_0_RowReduceSingle |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_612 |        745 |        153 |     592 |    0 |    14 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_619 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_620 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_621 |        301 |          5 |     296 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_622 |        292 |        144 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_613 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_613 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_618 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_614 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_614 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_617 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_615 |          7 |          5 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_615 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_616 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_1                                                                    |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_29 |        906 |        162 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_1)                                                                |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_29 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_598 |        739 |        147 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_605 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_606 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_607 |        300 |          4 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_608 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_599 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_599 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_604 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_600 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_600 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_603 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_601 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_601 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_602 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_10                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_30 |        908 |        164 |     744 |    0 |    29 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_10)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_30 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_584 |        741 |        149 |     592 |    0 |    16 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_591 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_592 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_593 |        301 |          5 |     296 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_594 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_585 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_585 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_590 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_586 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_586 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_589 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_587 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_587 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_588 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_11                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_31 |        907 |        163 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_11)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_31 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_570 |        740 |        148 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_577 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_578 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_579 |        299 |          3 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_580 |        288 |        140 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_571 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_571 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_576 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_572 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_572 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_575 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_573 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_573 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_574 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_12                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_32 |        906 |        162 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_12)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_32 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_556 |        739 |        147 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_563 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_564 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_565 |        300 |          4 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_566 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_557 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_557 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_562 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_558 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_558 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_561 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_559 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_559 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_560 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_13                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_33 |        908 |        164 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_13)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_33 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_542 |        741 |        149 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_549 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_550 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_551 |        301 |          5 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_552 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_543 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_543 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_548 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_544 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_544 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_547 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_545 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_545 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_546 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_14                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_34 |        906 |        162 |     744 |    0 |    29 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_14)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_34 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_528 |        739 |        147 |     592 |    0 |    16 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_535 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp3_0_0_Queue4_UInt256_536 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_Bundle2_537 |        298 |          2 |     296 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_538 |        288 |        140 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_529 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_529 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp3_0_0_ram_2x256_534 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_530 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_530 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_533 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_531 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp3_0_0_Queue2_Bool_531 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp3_0_0_ram_2x1_532 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_15                                                                   |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_35 |        906 |        162 |     744 |    0 |    29 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_15)                                                               |                                               bd_top_SpmvExp3_0_0_RowReduceSingle_35 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp3_0_0_RequestResponseGuard_514 |        739 |        147 |     592 |    0 |    16 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp3_0_0_Counter_521 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
