Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Tue Dec 31 18:22:28 2024
| Host         : lap-inf133 running 64-bit Ubuntu 24.04.1 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -file /janberq/repos/jnbrq/hbmex-sw/results/synth/SpmvExp1_impl3_utilization_hier.post_pr.txt
| Design       : bd_top_wrapper
| Device       : xcu55c-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+------------+
|                                              Instance                                             |                                        Module                                        | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|               add5                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_693 |        559 |        559 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_710 |        559 |        559 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add6                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_694 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_705 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add7                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_695 |        551 |        551 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_700 |        551 |        551 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               wrapper                                                                             |                                                    bd_top_SpmvExp1_0_0_Wrapper_1_696 |        160 |         11 |     148 |    1 |    12 |      0 |      0 |    0 |          0 |
|                 (wrapper)                                                                         |                                                    bd_top_SpmvExp1_0_0_Wrapper_1_696 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                   bd_top_SpmvExp1_0_0_Counter_33_697 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 qOutput                                                                           |                                               bd_top_SpmvExp1_0_0_Queue8_UInt256_698 |        155 |          7 |     148 |    0 |     7 |      0 |      0 |    0 |          0 |
|             batchAddCluster2_batchAddQueue                                                        |                                                 bd_top_SpmvExp1_0_0_Queue16_UInt5_41 |         24 |         20 |       4 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (batchAddCluster2_batchAddQueue)                                                    |                                                 bd_top_SpmvExp1_0_0_Queue16_UInt5_41 |          6 |          6 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                     bd_top_SpmvExp1_0_0_ram_16x5_687 |         19 |         15 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_arbiter                                                              |                                         bd_top_SpmvExp1_0_0_elasticBasicArbiter_2_42 |       2828 |       2528 |     300 |    0 |    15 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_arbiter)                                                          |                                         bd_top_SpmvExp1_0_0_elasticBasicArbiter_2_42 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               select_sinkBuffer                                                                   |                                                     bd_top_SpmvExp1_0_0_Queue2_UInt3 |          7 |          3 |       4 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (select_sinkBuffer)                                                               |                                                     bd_top_SpmvExp1_0_0_Queue2_UInt3 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                          bd_top_SpmvExp1_0_0_ram_2x3 |          6 |          2 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sink_sinkBuffer                                                                     |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_685 |       2822 |       2526 |     296 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 (sink_sinkBuffer)                                                                 |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_685 |         26 |         26 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x512_686 |       2796 |       2500 |     296 |    0 |     0 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_batchAdd                                                             |                                                      bd_top_SpmvExp1_0_0_BatchAdd_43 |       5282 |       5133 |     148 |    1 |  2229 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_batchAdd)                                                         |                                                      bd_top_SpmvExp1_0_0_BatchAdd_43 |        722 |        722 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|               add0                                                                                |                                                            bd_top_SpmvExp1_0_0_OpAdd |        551 |        551 |       0 |    0 |   278 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_680 |        551 |        551 |       0 |    0 |   278 |      0 |      0 |    0 |          0 |
|               add1                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_643 |        552 |        552 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_675 |        552 |        552 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add2                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_644 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_670 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add3                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_645 |        551 |        551 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_665 |        551 |        551 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add4                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_646 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_660 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add5                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_647 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_655 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add6                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_648 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                         bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23_650 |        553 |        553 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               add7                                                                                |                                                        bd_top_SpmvExp1_0_0_OpAdd_649 |        556 |        556 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|                 module_0                                                                          |                                             bd_top_SpmvExp1_0_0_AddFp_Pipelined_8_23 |        556 |        556 |       0 |    0 |   277 |      0 |      0 |    0 |          0 |
|               wrapper                                                                             |                                                        bd_top_SpmvExp1_0_0_Wrapper_1 |        160 |         11 |     148 |    1 |    12 |      0 |      0 |    0 |          0 |
|                 (wrapper)                                                                         |                                                        bd_top_SpmvExp1_0_0_Wrapper_1 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                       bd_top_SpmvExp1_0_0_Counter_33 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 qOutput                                                                           |                                                   bd_top_SpmvExp1_0_0_Queue8_UInt256 |        155 |          7 |     148 |    0 |     7 |      0 |      0 |    0 |          0 |
|             batchAddCluster3_batchAddQueue                                                        |                                                 bd_top_SpmvExp1_0_0_Queue16_UInt5_44 |         24 |         20 |       4 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (batchAddCluster3_batchAddQueue)                                                    |                                                 bd_top_SpmvExp1_0_0_Queue16_UInt5_44 |          6 |          6 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                         bd_top_SpmvExp1_0_0_ram_16x5 |         19 |         15 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|             elasticCounter                                                                        |                                                       bd_top_SpmvExp1_0_0_Counter_37 |         35 |         35 |       0 |    0 |     5 |      0 |      0 |    0 |          0 |
|             elasticCounter_1                                                                      |                                                    bd_top_SpmvExp1_0_0_Counter_37_45 |       2331 |       2331 |       0 |    0 |    39 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_0                                                                    |                                                  bd_top_SpmvExp1_0_0_RowReduceSingle |        906 |        162 |     744 |    0 |    27 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_0)                                                                |                                                  bd_top_SpmvExp1_0_0_RowReduceSingle |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_629 |        739 |        147 |     592 |    0 |    14 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_636 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_637 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_638 |        301 |          5 |     296 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_639 |        286 |        138 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_630 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_630 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_635 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_631 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_631 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_634 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_632 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_632 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_633 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_1                                                                    |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_46 |        907 |        163 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_1)                                                                |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_46 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_615 |        740 |        148 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_622 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_623 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_624 |        300 |          4 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_625 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_616 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_616 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_621 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_617 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_617 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_620 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_618 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_618 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_619 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_10                                                                   |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_47 |        907 |        163 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_10)                                                               |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_47 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_601 |        740 |        148 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_608 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_609 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_610 |        300 |          4 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_611 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_602 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_602 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_607 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_603 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_603 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_606 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_604 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_604 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_605 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_11                                                                   |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_48 |        906 |        162 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_11)                                                               |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_48 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_587 |        739 |        147 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_594 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_595 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_596 |        299 |          3 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_597 |        288 |        140 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_588 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_588 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_593 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_589 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_589 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_592 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_590 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_590 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_591 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_12                                                                   |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_49 |        906 |        162 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_12)                                                               |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_49 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_573 |        739 |        147 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_580 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_581 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_582 |        300 |          4 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_583 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_574 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_574 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_579 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_575 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_575 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_578 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_576 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_576 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_577 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_13                                                                   |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_50 |        909 |        165 |     744 |    0 |    28 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_13)                                                               |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_50 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_559 |        742 |        150 |     592 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_566 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_567 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_568 |        301 |          5 |     296 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_569 |        288 |        140 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_560 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_560 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_565 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_561 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer_1)                                                                    |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_561 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_564 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffered__sinkBuffer                                                            |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_562 |          6 |          4 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffered__sinkBuffer)                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_562 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                      bd_top_SpmvExp1_0_0_ram_2x1_563 |          3 |          1 |       2 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rowReduceSingleN_14                                                                   |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_51 |        905 |        161 |     744 |    0 |    29 |      0 |      0 |    0 |          0 |
|               (rowReduceSingleN_14)                                                               |                                               bd_top_SpmvExp1_0_0_RowReduceSingle_51 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               requestResponseGuard                                                                |                                         bd_top_SpmvExp1_0_0_RequestResponseGuard_545 |        738 |        146 |     592 |    0 |    16 |      0 |      0 |    0 |          0 |
|                 ctr                                                                               |                                                      bd_top_SpmvExp1_0_0_Counter_552 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 respQueue                                                                         |                                               bd_top_SpmvExp1_0_0_Queue4_UInt256_553 |        151 |          3 |     148 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_Bundle2_554 |        298 |          2 |     296 |    0 |     5 |      0 |      0 |    0 |          0 |
|                 sinkBuffered__sinkBuffer_1                                                        |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_555 |        287 |        139 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               sinkBuffer                                                                          |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_546 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 (sinkBuffer)                                                                      |                                               bd_top_SpmvExp1_0_0_Queue2_UInt256_546 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 ram_ext                                                                           |                                                    bd_top_SpmvExp1_0_0_ram_2x256_551 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|               sinkBuffer_1                                                                        |                                                  bd_top_SpmvExp1_0_0_Queue2_Bool_547 |          8 |          6 |       2 |    0 |     3 |      0 |      0 |    0 |          0 |
